start_lat,start_lng,end_lat,end_lng,distance,duration,traffic_duration,steps
12.9716,77.5946,14.4775,78.8231,250049,18980,17552,42
12.9716,77.5946,14.6819,77.6006,214522,13495,13082,28
12.9716,77.5946,15.5057,80.0499,507651,31365,30548,43
12.9716,77.5946,15.5057,80.0499,479933,34080,32427,53
12.9716,77.5946,15.5057,80.0499,576185,36861,35959,40
12.9716,77.5946,18.2969,83.8966,1107876,66827,65796,56
12.9716,77.5946,18.2969,83.8966,1080158,69543,68001,66
12.9716,77.5946,18.2969,83.8966,1283473,75278,74132,67
12.9716,77.5946,13.2172,79.1003,181337,13022,12108,36
12.9716,77.5946,13.2172,79.1003,193652,13438,12563,31
12.9716,77.5946,13.2172,79.1003,204037,14886,14241,40
12.2958,76.6394,12.9141,74.856,254736,20804,19179,15
12.2958,76.6394,12.9141,74.856,264668,21959,20740,23
12.2958,76.6394,12.9141,74.856,275813,23228,22818,28
12.2958,76.6394,13.0827,80.2707,481830,31470,31281,54
12.2958,76.6394,13.0827,80.2707,467225,34031,31845,75
12.2958,76.6394,13.0827,80.2707,476226,34672,32557,81
12.2958,76.6394,11.0168,76.9558,251522,24189,23025,52
12.2958,76.6394,9.9252,78.1198,424061,32677,31493,37
12.2958,76.6394,8.7139,77.7567,570791,39833,38616,50
12.2958,76.6394,8.7139,77.7567,576789,39835,38583,52
12.2958,76.6394,8.7139,77.7567,700495,41190,40357,75
12.2958,76.6394,11.6643,78.146,232357,20822,19853,38
12.2958,76.6394,11.6643,78.146,319973,20834,20561,47
12.2958,76.6394,10.7905,78.7047,374200,30541,29130,56
12.2958,76.6394,8.5241,76.9366,725360,51731,50839,65
12.2958,76.6394,9.9312,76.2673,394290,31108,30009,61
12.2958,76.6394,9.9312,76.2673,392585,35946,33757,72
12.2958,76.6394,11.2588,75.7804,240340,22329,20890,43
12.2958,76.6394,11.9139,79.8145,455727,28065,27280,56
12.2958,76.6394,11.9139,79.8145,455953,30601,28374,56
12.2958,76.6394,11.9139,79.8145,431007,32237,31348,56
12.2958,76.6394,17.385,78.4867,718310,42181,42018,47
12.2958,76.6394,17.9784,79.5941,873364,50155,49626,63
12.2958,76.6394,17.9784,79.5941,906034,56910,56775,87
12.2958,76.6394,17.9784,79.5941,978612,59136,58704,83
12.2958,76.6394,18.6725,78.0941,915502,52923,52436,54
12.2958,76.6394,18.6725,78.0941,1032793,64690,65035,82
12.2958,76.6394,17.2473,80.1514,904875,51768,50898,63
12.2958,76.6394,17.2473,80.1514,929366,56830,53967,74
12.2958,76.6394,17.2473,80.1514,845183,58287,56885,86
12.2958,76.6394,18.4386,79.1288,905781,51585,51018,60
12.2958,76.6394,18.4386,79.1288,938451,58340,58148,84
12.2958,76.6394,18.4386,79.1288,1011029,60566,59999,80
12.2958,76.6394,16.7445,77.9844,618554,37011,35481,42
12.2958,76.6394,16.7445,77.9844,627982,36375,35750,39
12.2958,76.6394,16.7445,77.9844,615213,39049,39115,51
12.2958,76.6394,19.6667,78.5333,1045914,59620,59091,50
12.2958,76.6394,19.6667,78.5333,1078584,66375,66390,74
12.2958,76.6394,19.6667,78.5333,1151162,68601,68226,70
12.2958,76.6394,18.7557,79.4748,964093,55413,54758,60
12.2958,76.6394,18.7557,79.4748,990621,65191,65455,90
12.2958,76.6394,18.7557,79.4748,1025668,70692,70145,89
12.2958,76.6394,16.5062,80.648,801961,48703,46030,67
12.2958,76.6394,16.5062,80.648,793707,50590,49400,73
12.2958,76.6394,16.5062,80.648,986162,56933,55829,69
12.2958,76.6394,17.6868,83.2185,1146082,70733,68744,73
12.2958,76.6394,17.6868,83.2185,1137828,72620,71807,79
12.2958,76.6394,17.6868,83.2185,1328225,78285,77300,78
12.2958,76.6394,16.3067,80.4365,765435,46820,44352,64
12.2958,76.6394,16.3067,80.4365,757181,48707,47690,70
12.2958,76.6394,13.6288,79.4192,390249,25686,23726,55
12.2958,76.6394,13.6288,79.4192,390130,25810,23716,54
12.2958,76.6394,13.6288,79.4192,420320,27183,26590,49
12.2958,76.6394,17.0005,81.804,960378,58696,56057,74
12.2958,76.6394,17.0005,81.804,952124,60583,59384,80
12.2958,76.6394,17.0005,81.804,1142521,66248,65261,79
12.2958,76.6394,16.9891,82.2475,1017107,63336,60958,80
12.2958,76.6394,16.9891,82.2475,1008853,65223,64427,86
12.2958,76.6394,16.9891,82.2475,1090783,68559,67601,67
12.2958,76.6394,14.4426,79.9865,523611,33411,31309,60
12.2958,76.6394,14.4426,79.9865,585518,35614,35006,46
12.2958,76.6394,14.4775,78.8231,392574,28348,26263,58
12.2958,76.6394,14.4775,78.8231,412157,27395,26760,55
12.2958,76.6394,14.4775,78.8231,445863,33783,34133,62
12.2958,76.6394,14.6819,77.6006,354284,22476,20936,42
12.2958,76.6394,14.6819,77.6006,363712,21840,21198,39
12.2958,76.6394,14.6819,77.6006,350943,24514,24656,51
12.2958,76.6394,15.5057,80.0499,650295,40609,38313,60
12.2958,76.6394,15.5057,80.0499,642041,42495,41753,66
12.2958,76.6394,15.5057,80.0499,712202,42812,41896,46
12.2958,76.6394,18.2969,83.8966,1250520,76071,73725,73
12.2958,76.6394,18.2969,83.8966,1242266,77958,77135,79
12.2958,76.6394,18.2969,83.8966,1432663,83623,82727,78
12.2958,76.6394,13.2172,79.1003,323981,22266,20403,53
12.2958,76.6394,13.2172,79.1003,323862,22390,20392,52
12.2958,76.6394,13.2172,79.1003,354052,23763,23218,47
12.9141,74.856,13.0827,80.2707,701295,49380,49916,63
12.9141,74.856,13.0827,80.2707,698808,49423,50221,68
12.9141,74.856,11.0168,76.9558,456930,37597,36822,34
12.9141,74.856,11.0168,76.9558,414421,39358,37280,79
12.9141,74.856,11.0168,76.9558,424196,39972,37993,73
12.9141,74.856,9.9252,78.1198,636047,48795,47066,44
12.9141,74.856,9.9252,78.1198,581341,49845,46995,89
12.9141,74.856,9.9252,78.1198,772740,51914,51664,74
12.9141,74.856,8.7139,77.7567,727660,56802,53618,89
12.9141,74.856,8.7139,77.7567,783267,55981,53950,54
12.9141,74.856,8.7139,77.7567,919962,59103,58439,84
12.9141,74.856,11.6643,78.146,510371,40203,38802,43
12.9141,74.856,11.6643,78.146,539440,38747,39012,56
12.9141,74.856,11.6643,78.146,563045,40589,39266,51
12.9141,74.856,10.7905,78.7047,605639,47769,46391,47
12.9141,74.856,10.7905,78.7047,600485,48049,46804,58
12.9141,74.856,10.7905,78.7047,680826,48442,48574,78
12.9141,74.856,8.5241,76.9366,937836,67879,66493,69
12.9141,74.856,9.9312,76.2673,515524,48060,48180,98
12.9141,74.856,11.2588,75.7804,238879,23100,21007,43
12.9141,74.856,11.2588,75.7804,239931,23495,21238,41
12.9141,74.856,11.9139,79.8145,675194,45978,45977,65
12.9141,74.856,11.9139,79.8145,716147,49956,50331,63
12.9141,74.856,11.9139,79.8145,736876,51532,51695,75
12.9141,74.856,17.385,78.4867,788875,55188,53870,59
12.9141,74.856,17.385,78.4867,809109,58626,58426,66
12.9141,74.856,17.385,78.4867,908844,66280,66976,47
12.9141,74.856,17.9784,79.5941,943929,63162,61169,75
12.9141,74.856,17.9784,79.5941,964163,66600,65897,82
12.9141,74.856,17.9784,79.5941,1096475,73233,72174,76
12.9141,74.856,18.6725,78.0941,986067,65930,64134,66
12.9141,74.856,18.6725,78.0941,1000846,67824,67655,44
12.9141,74.856,18.6725,78.0941,972161,70458,69222,85
12.9141,74.856,17.2473,80.1514,975440,64775,62749,75
12.9141,74.856,17.2473,80.1514,995674,68213,67544,82
12.9141,74.856,17.2473,80.1514,1161310,72258,71752,69
12.9141,74.856,18.4386,79.1288,976346,64592,62508,72
12.9141,74.856,18.4386,79.1288,986783,70718,68978,85
12.9141,74.856,18.4386,79.1288,1013319,71193,70735,89
12.9141,74.856,16.7445,77.9844,706825,49483,47261,48
12.9141,74.856,16.7445,77.9844,698547,49382,47434,51
12.9141,74.856,16.7445,77.9844,710514,51223,50310,55
12.9141,74.856,19.6667,78.5333,1116479,72627,70770,62
12.9141,74.856,19.6667,78.5333,1124032,75465,74950,54
12.9141,74.856,19.6667,78.5333,1136713,76065,75235,69
12.9141,74.856,18.7557,79.4748,1034658,68420,66443,72
12.9141,74.856,18.7557,79.4748,1045095,74546,72719,85
12.9141,74.856,18.7557,79.4748,1071631,75021,74472,89
12.9141,74.856,16.5062,80.648,1033905,64131,63525,62
12.9141,74.856,16.5062,80.648,985356,65766,65703,72
12.9141,74.856,16.5062,80.648,927985,68071,66152,71
12.9141,74.856,17.6868,83.2185,1378026,86161,85771,68
12.9141,74.856,17.6868,83.2185,1310711,88974,87414,76
12.9141,74.856,17.6868,83.2185,1329477,87796,87862,78
12.9141,74.856,16.3067,80.4365,997379,62248,61625,59
12.9141,74.856,16.3067,80.4365,917893,65070,63389,62
12.9141,74.856,16.3067,80.4365,948830,63883,63788,69
12.9141,74.856,13.6288,79.4192,622193,41114,41303,50
12.9141,74.856,13.6288,79.4192,660821,45815,44376,49
12.9141,74.856,13.6288,79.4192,671621,45799,45837,50
12.9141,74.856,17.0005,81.804,1192324,74127,74177,69
12.9141,74.856,17.0005,81.804,1125007,76937,75848,77
12.9141,74.856,17.0005,81.804,1143775,75762,76288,79
12.9141,74.856,16.9891,82.2475,1249051,78764,78968,75
12.9141,74.856,16.9891,82.2475,1181736,81577,80551,83
12.9141,74.856,16.9891,82.2475,1200502,80399,80934,85
12.9141,74.856,14.4426,79.9865,755555,48839,48632,55
12.9141,74.856,14.4426,79.9865,794183,53540,51794,54
12.9141,74.856,14.4426,79.9865,804983,53524,53304,55
12.9141,74.856,14.4775,78.8231,603806,42571,42906,54
12.9141,74.856,14.4775,78.8231,558235,46078,44684,47
12.9141,74.856,14.4775,78.8231,623895,46750,44979,70
12.9141,74.856,14.6819,77.6006,463662,34729,33127,47
12.9141,74.856,14.6819,77.6006,454898,34573,33284,50
12.9141,74.856,14.6819,77.6006,445553,36437,35117,51
12.9141,74.856,15.5057,80.0499,882239,56037,55470,55
12.9141,74.856,15.5057,80.0499,833690,57671,57486,65
12.9141,74.856,15.5057,80.0499,783381,60775,58862,60
12.9141,74.856,18.2969,83.8966,1482464,91499,92236,68
12.9141,74.856,18.2969,83.8966,1415149,94312,93926,76
12.9141,74.856,18.2969,83.8966,1433915,93134,94331,78
12.9141,74.856,13.2172,79.1003,555927,37697,37967,48
12.9141,74.856,13.2172,79.1003,567053,42022,40075,57
12.9141,74.856,13.2172,79.1003,600237,42058,42432,45
13.0827,80.2707,11.0168,76.9558,527575,35204,34228,73
13.0827,80.2707,9.9252,78.1198,455698,27838,27068,31
13.0827,80.2707,8.7139,77.7567,624159,36819,35815,36
13.0827,80.2707,8.7139,77.7567,745115,45170,43741,78
13.0827,80.2707,11.6643,78.146,344742,22368,21394,34
13.0827,80.2707,11.6643,78.146,364593,24814,24029,50
13.0827,80.2707,11.6643,78.146,372301,27379,26228,56
13.0827,80.2707,10.7905,78.7047,331992,21052,20247,22
13.0827,80.2707,10.7905,78.7047,396534,27362,26219,46
13.0827,80.2707,8.5241,76.9366,899684,57068,55650,93
13.0827,80.2707,9.9312,76.2673,690604,45773,45443,59
13.0827,80.2707,9.9312,76.2673,711592,48085,47537,67
13.0827,80.2707,9.9312,76.2673,727542,48045,47907,75
13.0827,80.2707,11.2588,75.7804,679524,47452,47155,60
13.0827,80.2707,11.2588,75.7804,700514,49744,49405,55
13.0827,80.2707,11.2588,75.7804,716464,49704,49755,63
13.0827,80.2707,11.9139,79.8145,168710,12445,10889,20
13.0827,80.2707,11.9139,79.8145,155477,13101,11325,31
13.0827,80.2707,17.385,78.4867,627584,40888,41542,48
13.0827,80.2707,17.385,78.4867,723867,44923,44583,45
13.0827,80.2707,17.385,78.4867,684595,44730,45113,48
13.0827,80.2707,17.9784,79.5941,647059,41975,41557,41
13.0827,80.2707,17.9784,79.5941,696824,44054,43022,38
13.0827,80.2707,17.9784,79.5941,713041,50725,50574,58
13.0827,80.2707,18.6725,78.0941,798719,50025,50200,55
13.0827,80.2707,18.6725,78.0941,872574,59537,58423,61
13.0827,80.2707,17.2473,80.1514,580648,35873,34985,38
13.0827,80.2707,18.4386,79.1288,709391,46556,46522,49
13.0827,80.2707,18.4386,79.1288,737121,47497,47445,50
13.0827,80.2707,18.4386,79.1288,769000,48603,48004,45
13.0827,80.2707,16.7445,77.9844,594267,38924,38830,40
13.0827,80.2707,16.7445,77.9844,597232,40831,39849,23
13.0827,80.2707,16.7445,77.9844,581625,40145,40055,30
13.0827,80.2707,19.6667,78.5333,929131,56722,56772,51
13.0827,80.2707,19.6667,78.5333,1012199,62169,62132,51
13.0827,80.2707,19.6667,78.5333,999557,63390,63385,41
13.0827,80.2707,18.7557,79.4748,767704,50384,50363,49
13.0827,80.2707,18.7557,79.4748,827313,52431,51807,45
13.0827,80.2707,18.7557,79.4748,876307,55482,55696,50
13.0827,80.2707,16.5062,80.648,453243,27746,27067,31
13.0827,80.2707,17.6868,83.2185,797364,49776,48720,37
13.0827,80.2707,16.3067,80.4365,416717,25863,25237,28
13.0827,80.2707,16.3067,80.4365,499884,34045,33254,45
13.0827,80.2707,13.6288,79.4192,148570,12923,11407,19
13.0827,80.2707,13.6288,79.4192,133044,12239,11665,26
13.0827,80.2707,13.6288,79.4192,174575,12417,11730,34
13.0827,80.2707,17.0005,81.804,611660,37739,36900,38
13.0827,80.2707,16.9891,82.2475,668389,42379,41672,44
13.0827,80.2707,14.4426,79.9865,174893,12454,11815,24
13.0827,80.2707,14.4775,78.8231,273498,22761,21354,17
13.0827,80.2707,14.4775,78.8231,257891,22075,21540,24
13.0827,80.2707,14.4775,78.8231,293103,21943,21338,35
13.0827,80.2707,14.6819,77.6006,423157,30960,30268,54
13.0827,80.2707,14.6819,77.6006,495880,32835,31136,69
13.0827,80.2707,14.6819,77.6006,405212,33191,32524,37
13.0827,80.2707,15.5057,80.0499,301577,19652,19033,24
13.0827,80.2707,15.5057,80.0499,346003,25476,24520,32
13.0827,80.2707,18.2969,83.8966,901802,55114,53628,37
13.0827,80.2707,13.2172,79.1003,158745,13431,12451,38
13.0827,80.2707,13.2172,79.1003,146995,14395,13725,19
13.0827,80.2707,13.2172,79.1003,156575,14527,13640,26
11.0168,76.9558,9.9252,78.1198,216838,15199,15010,31
11.0168,76.9558,9.9252,78.1198,207292,15118,15155,22
11.0168,76.9558,9.9252,78.1198,224469,16314,15863,34
11.0168,76.9558,8.7139,77.7567,364057,22384,22312,41
11.0168,76.9558,8.7139,77.7567,354511,22303,22448,32
11.0168,76.9558,8.7139,77.7567,383665,23811,23798,35
11.0168,76.9558,11.6643,78.146,165805,11082,10743,31
11.0168,76.9558,11.6643,78.146,179314,13551,12609,29
11.0168,76.9558,11.6643,78.146,178630,13409,12850,33
11.0168,76.9558,10.7905,78.7047,217004,15831,15647,29
11.0168,76.9558,10.7905,78.7047,216947,15960,15744,26
11.0168,76.9558,10.7905,78.7047,234023,16479,16097,31
11.0168,76.9558,8.5241,76.9366,384609,32881,29544,74
11.0168,76.9558,9.9312,76.2673,189618,14899,13553,46
11.0168,76.9558,11.2588,75.7804,178541,16553,14676,34
11.0168,76.9558,11.2588,75.7804,179681,18723,17214,23
11.0168,76.9558,11.9139,79.8145,378097,23300,23059,44
11.0168,76.9558,11.9139,79.8145,380157,23401,23108,42
11.0168,76.9558,11.9139,79.8145,402196,26300,26331,40
11.0168,76.9558,17.385,78.4867,954470,60670,60196,72
11.0168,76.9558,17.9784,79.5941,1101457,68241,66710,73
11.0168,76.9558,17.9784,79.5941,1035935,71791,71010,86
11.0168,76.9558,18.6725,78.0941,1088034,67440,65318,57
11.0168,76.9558,18.6725,78.0941,1111371,68660,66748,84
11.0168,76.9558,18.6725,78.0941,1204333,78835,76322,81
11.0168,76.9558,17.2473,80.1514,1035046,62139,59886,70
11.0168,76.9558,17.2473,80.1514,976095,67795,66605,91
11.0168,76.9558,18.4386,79.1288,1163789,72822,71157,81
11.0168,76.9558,18.4386,79.1288,1098267,76372,75531,94
11.0168,76.9558,16.7445,77.9844,859273,51462,49802,69
11.0168,76.9558,19.6667,78.5333,1218446,74137,71908,53
11.0168,76.9558,19.6667,78.5333,1241561,75338,73293,82
11.0168,76.9558,19.6667,78.5333,1327519,86476,83771,91
11.0168,76.9558,18.7557,79.4748,1200253,73902,72698,85
11.0168,76.9558,16.5062,80.648,907641,54012,51884,63
11.0168,76.9558,16.5062,80.648,924619,60098,58181,78
11.0168,76.9558,17.6868,83.2185,1251762,76042,74393,69
11.0168,76.9558,17.6868,83.2185,1268740,82128,80648,84
11.0168,76.9558,16.3067,80.4365,871115,52129,50116,60
11.0168,76.9558,16.3067,80.4365,913445,55557,54015,57
11.0168,76.9558,16.3067,80.4365,888093,58215,56320,75
11.0168,76.9558,13.6288,79.4192,495929,30995,30000,51
11.0168,76.9558,13.6288,79.4192,490961,31447,30357,53
11.0168,76.9558,17.0005,81.804,1066058,64005,62035,70
11.0168,76.9558,17.0005,81.804,1083036,70091,68737,85
11.0168,76.9558,16.9891,82.2475,1122787,68645,67089,76
11.0168,76.9558,16.9891,82.2475,1139765,74731,73627,91
11.0168,76.9558,14.4426,79.9865,629291,38720,37469,56
11.0168,76.9558,14.4426,79.9865,671621,42148,41461,53
11.0168,76.9558,14.4775,78.8231,543069,36903,36125,60
11.0168,76.9558,14.6819,77.6006,595003,36927,35864,69
11.0168,76.9558,15.5057,80.0499,755975,45918,44276,56
11.0168,76.9558,15.5057,80.0499,798305,49346,48172,53
11.0168,76.9558,18.2969,83.8966,1356200,81380,79738,69
11.0168,76.9558,13.2172,79.1003,424543,27251,26484,46
11.0168,76.9558,13.2172,79.1003,424693,28027,27070,51
11.0168,76.9558,13.2172,79.1003,407119,29160,28085,41
9.9252,78.1198,8.7139,77.7567,162963,9702,9289,23
9.9252,78.1198,8.7139,77.7567,176229,10806,10511,26
9.9252,78.1198,11.6643,78.146,236934,14388,14580,35
9.9252,78.1198,11.6643,78.146,250947,16396,16517,34
9.9252,78.1198,11.6643,78.146,266146,17333,17379,42
9.9252,78.1198,10.7905,78.7047,125554,6957,6867,15
9.9252,78.1198,8.5241,76.9366,315956,21821,20502,35
9.9252,78.1198,8.5241,76.9366,317532,21600,20501,38
9.9252,78.1198,8.5241,76.9366,330798,22704,21654,41
9.9252,78.1198,9.9312,76.2673,266276,24869,23244,41
9.9252,78.1198,9.9312,76.2673,295249,26592,24057,44
9.9252,78.1198,9.9312,76.2673,286845,25659,24581,50
9.9252,78.1198,11.2588,75.7804,361382,28237,26594,53
9.9252,78.1198,11.2588,75.7804,348714,28102,27036,51
9.9252,78.1198,11.2588,75.7804,378487,30055,28857,41
9.9252,78.1198,11.9139,79.8145,325554,18743,18814,31
9.9252,78.1198,11.9139,79.8145,327615,18817,18821,31
9.9252,78.1198,11.9139,79.8145,353368,21963,21998,41
9.9252,78.1198,17.385,78.4867,1024507,60864,60518,82
9.9252,78.1198,17.385,78.4867,1032777,63665,64156,64
9.9252,78.1198,17.385,78.4867,1071769,66025,65079,64
9.9252,78.1198,17.9784,79.5941,1091244,67112,66105,57
9.9252,78.1198,17.9784,79.5941,1179561,68838,67897,98
9.9252,78.1198,18.6725,78.0941,1221699,71606,70874,89
9.9252,78.1198,18.6725,78.0941,1242904,75162,73883,71
9.9252,78.1198,18.6725,78.0941,1229969,74407,74464,71
9.9252,78.1198,17.2473,80.1514,1024833,61010,59363,54
9.9252,78.1198,17.2473,80.1514,1064717,63876,62280,65
9.9252,78.1198,17.2473,80.1514,1109952,65735,64267,75
9.9252,78.1198,18.4386,79.1288,1211978,70268,69270,95
9.9252,78.1198,18.4386,79.1288,1153576,71693,70659,65
9.9252,78.1198,18.4386,79.1288,1220248,73069,72862,77
9.9252,78.1198,16.7445,77.9844,934179,55058,53902,74
9.9252,78.1198,16.7445,77.9844,942449,57859,57363,56
9.9252,78.1198,19.6667,78.5333,1352111,78303,77210,85
9.9252,78.1198,19.6667,78.5333,1373316,81859,80464,67
9.9252,78.1198,19.6667,78.5333,1360381,81104,81046,67
9.9252,78.1198,18.7557,79.4748,1270290,74096,72982,95
9.9252,78.1198,18.7557,79.4748,1211889,75521,74391,65
9.9252,78.1198,18.7557,79.4748,1278560,76897,76636,77
9.9252,78.1198,16.5062,80.648,897428,52883,51385,47
9.9252,78.1198,16.5062,80.648,972337,60442,59180,75
9.9252,78.1198,17.6868,83.2185,1241549,74913,73834,53
9.9252,78.1198,16.3067,80.4365,860902,51000,49605,44
9.9252,78.1198,16.3067,80.4365,875313,53393,52164,57
9.9252,78.1198,16.3067,80.4365,881939,53965,52315,52
9.9252,78.1198,13.6288,79.4192,506753,32831,32281,43
9.9252,78.1198,13.6288,79.4192,525600,32732,32271,46
9.9252,78.1198,13.6288,79.4192,570835,34591,34063,56
9.9252,78.1198,17.0005,81.804,1055845,62876,61467,54
9.9252,78.1198,17.0005,81.804,1140964,67601,66430,75
9.9252,78.1198,17.0005,81.804,1130754,70435,69730,82
9.9252,78.1198,16.9891,82.2475,1112574,67516,66517,60
9.9252,78.1198,16.9891,82.2475,1368002,87660,87662,107
9.9252,78.1198,16.9891,82.2475,1505447,89571,89221,120
9.9252,78.1198,14.4426,79.9865,619078,37591,36912,40
9.9252,78.1198,14.4426,79.9865,633489,39984,39625,53
9.9252,78.1198,14.4426,79.9865,658962,40457,39783,51
9.9252,78.1198,14.4775,78.8231,602529,39997,39885,49
9.9252,78.1198,14.4775,78.8231,621376,39898,39874,52
9.9252,78.1198,14.4775,78.8231,642733,43409,43467,50
9.9252,78.1198,14.6819,77.6006,669909,40523,40065,74
9.9252,78.1198,14.6819,77.6006,667942,44209,44609,66
9.9252,78.1198,15.5057,80.0499,745762,44789,43736,40
9.9252,78.1198,15.5057,80.0499,785646,47655,46503,51
9.9252,78.1198,15.5057,80.0499,830881,49514,48243,61
9.9252,78.1198,18.2969,83.8966,1345987,80251,79222,53
9.9252,78.1198,18.2969,83.8966,1431106,84976,83966,74
9.9252,78.1198,18.2969,83.8966,1420896,87810,87656,81
9.9252,78.1198,13.2172,79.1003,435367,29087,28769,38
9.9252,78.1198,13.2172,79.1003,454215,28989,28761,41
9.9252,78.1198,13.2172,79.1003,499449,30847,30561,51
8.7139,77.7567,11.6643,78.146,381124,21092,21747,34
8.7139,77.7567,10.7905,78.7047,288355,16319,16200,34
8.7139,77.7567,10.7905,78.7047,294105,15986,16433,13
8.7139,77.7567,10.7905,78.7047,312560,17183,17271,16
8.7139,77.7567,8.5241,76.9366,155663,12752,11197,29
8.7139,77.7567,8.5241,76.9366,157239,12531,11256,32
8.7139,77.7567,9.9312,76.2673,269242,25624,23585,39
8.7139,77.7567,9.9312,76.2673,275472,25424,23772,48
8.7139,77.7567,9.9312,76.2673,270766,26505,24230,40
8.7139,77.7567,11.2588,75.7804,492904,34806,35160,50
8.7139,77.7567,11.2588,75.7804,551755,38194,38743,45
8.7139,77.7567,11.9139,79.8145,494104,27772,28003,29
8.7139,77.7567,11.9139,79.8145,512560,28970,28755,32
8.7139,77.7567,11.9139,79.8145,527409,29890,30162,37
8.7139,77.7567,17.385,78.4867,1168697,67568,68612,81
8.7139,77.7567,17.385,78.4867,1173566,70970,72358,76
8.7139,77.7567,17.385,78.4867,1240319,75054,74875,62
8.7139,77.7567,17.9784,79.5941,1259794,76141,75770,55
8.7139,77.7567,17.9784,79.5941,1323751,75542,75883,97
8.7139,77.7567,17.9784,79.5941,1320553,78541,78446,77
8.7139,77.7567,18.6725,78.0941,1365889,78310,78810,88
